system:index,CLOUDY_PIXEL_PERCENTAGE,CLOUD_COVERAGE_ASSESSMENT,DATASTRIP_ID,DATATAKE_IDENTIFIER,DATATAKE_TYPE,DEGRADED_MSI_DATA_PERCENTAGE,Date,FORMAT_CORRECTNESS,GENERAL_QUALITY,GENERATION_TIME,GEOMETRIC_QUALITY,GRANULE_ID,MEAN_INCIDENCE_AZIMUTH_ANGLE_B1,MEAN_INCIDENCE_AZIMUTH_ANGLE_B10,MEAN_INCIDENCE_AZIMUTH_ANGLE_B11,MEAN_INCIDENCE_AZIMUTH_ANGLE_B12,MEAN_INCIDENCE_AZIMUTH_ANGLE_B2,MEAN_INCIDENCE_AZIMUTH_ANGLE_B3,MEAN_INCIDENCE_AZIMUTH_ANGLE_B4,MEAN_INCIDENCE_AZIMUTH_ANGLE_B5,MEAN_INCIDENCE_AZIMUTH_ANGLE_B6,MEAN_INCIDENCE_AZIMUTH_ANGLE_B7,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8,MEAN_INCIDENCE_AZIMUTH_ANGLE_B8A,MEAN_INCIDENCE_AZIMUTH_ANGLE_B9,MEAN_INCIDENCE_ZENITH_ANGLE_B1,MEAN_INCIDENCE_ZENITH_ANGLE_B10,MEAN_INCIDENCE_ZENITH_ANGLE_B11,MEAN_INCIDENCE_ZENITH_ANGLE_B12,MEAN_INCIDENCE_ZENITH_ANGLE_B2,MEAN_INCIDENCE_ZENITH_ANGLE_B3,MEAN_INCIDENCE_ZENITH_ANGLE_B4,MEAN_INCIDENCE_ZENITH_ANGLE_B5,MEAN_INCIDENCE_ZENITH_ANGLE_B6,MEAN_INCIDENCE_ZENITH_ANGLE_B7,MEAN_INCIDENCE_ZENITH_ANGLE_B8,MEAN_INCIDENCE_ZENITH_ANGLE_B8A,MEAN_INCIDENCE_ZENITH_ANGLE_B9,MEAN_SOLAR_AZIMUTH_ANGLE,MEAN_SOLAR_ZENITH_ANGLE,MGRS_TILE,PROCESSING_BASELINE,PRODUCT_ID,RADIOMETRIC_QUALITY,REFLECTANCE_CONVERSION_CORRECTION,SENSING_ORBIT_DIRECTION,SENSING_ORBIT_NUMBER,SENSOR_QUALITY,SOLAR_IRRADIANCE_B1,SOLAR_IRRADIANCE_B10,SOLAR_IRRADIANCE_B11,SOLAR_IRRADIANCE_B12,SOLAR_IRRADIANCE_B2,SOLAR_IRRADIANCE_B3,SOLAR_IRRADIANCE_B4,SOLAR_IRRADIANCE_B5,SOLAR_IRRADIANCE_B6,SOLAR_IRRADIANCE_B7,SOLAR_IRRADIANCE_B8,SOLAR_IRRADIANCE_B8A,SOLAR_IRRADIANCE_B9,SPACECRAFT_NAME,roiCloudPercent,roiGreenPercent,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,.geo
20200104T074311_20200104T080039_T36MZV,10.9626,10.9626,S2A_OPER_MSI_L1C_DS_SGS__20200104T093638_S20200104T080039_N02.08,GS2A_20200104T074311_023684_N02.08,INS-NOBS,0.0,2020-01-04T08:01:19.888,PASSED,PASSED,1578130598000,PASSED,L1C_T36MZV_A023684_20200104T080039,132.038018082,134.623314714,132.965935584,131.998963482,138.665815614,136.037219604,134.518522856,133.872378042,133.334319365,132.889832209,137.2057377,132.518029434,131.684124889,3.47269165629,3.04082119357,3.21694007935,3.40922689629,2.85765187685,2.96190282096,3.07716369954,3.14784525766,3.22277441651,3.30189866703,2.90644903626,3.38434978339,3.56861859313,129.088428247,29.676463109,36MZV,02.08,S2A_MSIL1C_20200104T074311_N0208_R092_T36MZV_20200104T093638,PASSED,1.03426276813,DESCENDING,92.0,PASSED,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,6.7239697121611135,53.93445355902845,1377225795,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200104T074311_20200104T080039_T36MZV,1578124879888,1578124879888,1578162999163889,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200109T074209_20200109T075339_T36MZV,13.7958,13.7958,S2B_OPER_MSI_L1C_DS_SGS__20200109T093904_S20200109T075339_N02.08,GS2B_20200109T074209_014847_N02.08,INS-NOBS,0.0,2020-01-09T08:01:20.112,PASSED,PASSED,1578562744000,PASSED,L1C_T36MZV_A014847_20200109T075339,133.023945932,135.816960969,134.39141532,133.301828666,139.665991906,137.0687168,135.343897436,134.699677134,134.361442078,133.913735442,138.228068145,133.336228774,132.653899186,3.4591127061,3.02738659546,3.19672695612,3.38994966141,2.83879612525,2.94414569243,3.06158543046,3.13262536032,3.20660201441,3.28594289365,2.88814486074,3.37016104856,3.55552894613,127.516952641,29.7816839199,36MZV,02.08,S2B_MSIL1C_20200109T074209_N0208_R092_T36MZV_20200109T093904,PASSED,1.03430344445,DESCENDING,92.0,PASSED,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,23.217917057165202,57.30278673800462,1447020694,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200109T074209_20200109T075339_T36MZV,1578556880112,1578556880112,1578642715952682,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200114T074251_20200114T075746_T36MZV,4.2292,4.2292,S2A_OPER_MSI_L1C_DS_SGS__20200114T093855_S20200114T075746_N02.08,GS2A_20200114T074251_023827_N02.08,INS-NOBS,0.0,2020-01-14T08:01:19.571,PASSED,PASSED,1578994735000,PASSED,L1C_T36MZV_A023827_20200114T075746,131.759970995,134.385197371,132.422837741,131.43719067,138.200499679,135.55910745,133.864446451,133.210385465,132.664500081,132.212576397,136.733776987,131.833592424,131.48251369,3.47859961611,3.04494988789,3.21527265551,3.40787742411,2.85467754264,2.95929857138,3.08174144596,3.15245241996,3.22740139522,3.30653240472,2.90366501278,3.38898225016,3.56960655029,125.689051551,29.777922308,36MZV,02.08,S2A_MSIL1C_20200114T074251_N0208_R092_T36MZV_20200114T093855,PASSED,1.03408410903,DESCENDING,92.0,PASSED,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,4.975348677029359,52.95262051775571,1375402420,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200114T074251_20200114T075746_T36MZV,1578988879571,1578988879571,1579046549958937,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200119T074139_20200119T080048_T36MZV,69.4371,69.4371,S2B_OPER_MSI_L1C_DS_MTI__20200119T095255_S20200119T080048_N02.08,GS2B_20200119T074139_014990_N02.08,INS-NOBS,0.0,2020-01-19T08:01:19.156,PASSED,PASSED,1579427575000,PASSED,L1C_T36MZV_A014990_20200119T080048,132.454511793,135.473936158,133.93146206,132.864627931,139.221668938,136.611461521,135.003085904,134.349651886,133.719483335,133.26633164,137.776529396,132.879163784,132.164827117,3.4677483998,3.03310952396,3.20212603734,3.40013514249,2.84585851123,2.95123814681,3.06887990075,3.1398369512,3.2201495195,3.29930674449,2.89522893315,3.38197199066,3.55924732619,123.612033326,29.6699252644,36MZV,02.08,S2B_MSIL1C_20200119T074139_N0208_R092_T36MZV_20200119T095255,PASSED,1.03360674875,DESCENDING,92.0,PASSED,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,94.02023000757234,43.92726039141755,1366290625,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200119T074139_20200119T080048_T36MZV,1579420879156,1579420879156,1579492026510067,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200124T074211_20200124T080030_T36MZV,54.1978,54.1978,S2A_OPER_MSI_L1C_DS_SGS__20200124T093821_S20200124T080030_N02.08,GS2A_20200124T074211_023970_N02.08,INS-NOBS,0.0,2020-01-24T08:01:18.716,PASSED,PASSED,1579858701000,PASSED,L1C_T36MZV_A023970_20200124T080030,131.678140959,134.088321189,132.425947929,131.551514133,138.411253677,135.693787809,134.180477642,133.431305633,132.888456743,132.504409711,136.864684175,132.133528293,131.409908906,3.47878770272,3.04733128244,3.22335392031,3.41408700622,2.86032186601,2.96872075533,3.08174160833,3.15599772071,3.23076886741,3.31285732865,2.91334125068,3.39509502883,3.56977031592,121.287838009,29.467209258,36MZV,02.08,S2A_MSIL1C_20200124T074211_N0208_R092_T36MZV_20200124T093821,PASSED,1.03287519196,DESCENDING,92.0,PASSED,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,23.59183783823912,61.35645841048838,1396384509,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200124T074211_20200124T080030_T36MZV,1579852878716,1579852878716,1579888064018218,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200129T074049_20200129T075021_T36MZV,23.3803,23.3803,S2B_OPER_MSI_L1C_DS_MTI__20200129T095527_S20200129T075021_N02.08,GS2B_20200129T074049_015133_N02.08,INS-NOBS,0.0,2020-01-29T08:01:17.730,PASSED,PASSED,1580291727000,PASSED,L1C_T36MZV_A015133_20200129T075021,132.310248022,135.124997336,133.663559375,132.762944434,139.002930048,136.393397034,134.781533862,134.213913452,133.458713528,133.010123491,137.55888427,132.824103684,131.937614154,3.47162887064,3.03973727985,3.2148000267,3.40585712173,2.85329460449,2.95830588574,3.07557015963,3.14479811511,3.22129135192,3.30035757995,2.90248803772,3.38153325742,3.56771268691,118.717015717,29.1821761806,36MZV,02.08,S2B_MSIL1C_20200129T074049_N0208_R092_T36MZV_20200129T095527,PASSED,1.03189602027,DESCENDING,92.0,PASSED,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,40.33929835603484,65.1032423573925,1435466135,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200129T074049_20200129T075021_T36MZV,1580284877730,1580284877730,1580325314831443,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200203T074121_20200203T075837_T36MZV,98.537,98.537,S2A_OPER_MSI_L1C_DS_SGS__20200203T094025_S20200203T075837_N02.08,GS2A_20200203T074121_024113_N02.08,INS-NOBS,0.0,2020-02-03T08:01:17.321,PASSED,PASSED,1580722825000,PASSED,L1C_T36MZV_A024113_20200203T075837,131.393690591,133.422733168,131.88817729,130.797440226,137.854859548,135.208499848,133.509528695,132.853047364,132.304759225,131.850714136,136.385811791,131.469694195,130.900114949,3.48819332687,3.06025830476,3.22800152801,3.41876702238,2.86537385361,2.96982583163,3.09205190972,3.16263423882,3.23743947403,3.3164214334,2.91428534733,3.3987107327,3.57628600924,115.903427278,28.8237482137,36MZV,02.08,S2A_MSIL1C_20200203T074121_N0208_R092_T36MZV_20200203T094025,PASSED,1.03067699676,DESCENDING,92.0,PASSED,1884.69,367.15,245.59,85.25,1959.66,1823.24,1512.06,1424.64,1287.61,1162.08,1041.63,955.32,812.92,Sentinel-2A,98.26013793441017,0.0,1313049662,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200203T074121_20200203T075837_T36MZV,1580716877321,1580716877321,1580792366125116,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
20200208T074009_20200208T075621_T36MZV,7.2084,7.2084,S2B_OPER_MSI_L1C_DS_MTI__20200208T095506_S20200208T075621_N02.09,GS2B_20200208T074009_015276_N02.09,INS-NOBS,0.0,2020-02-08T08:01:19.820,PASSED,PASSED,1581155706000,PASSED,L1C_T36MZV_A015276_20200208T075621,132.969176957,135.892402359,133.969821774,132.957208468,139.601806934,136.99503597,135.379165509,134.724935068,134.173945136,133.720930592,138.158575298,133.333804917,132.686107846,3.46135978731,3.03061194034,3.20733419187,3.40001391563,2.84589856381,2.95082000062,3.0712536606,3.14201148474,3.217086038,3.2961498321,2.89503217078,3.37873383268,3.55290318211,112.850717473,28.3996860078,36MZV,02.09,S2B_MSIL1C_20200208T074009_N0209_R092_T36MZV_20200208T095506,PASSED,1.029228985,DESCENDING,92.0,PASSED,1874.3,365.41,247.08,87.75,1959.75,1824.93,1512.79,1425.78,1291.13,1175.57,1041.28,953.93,817.58,Sentinel-2B,17.793245859799352,60.768736951090695,1409152470,"[B1, B2, B3, B4, B5, B6, B7, B8, B8A, B9, B10, B11, B12, QA10, QA20, QA60]",<Element>,"LinearRing(36.691271403626814,-4.513886585045326, 36.691256509679995,-4.513883842095378, 35.70319472496648,-4.518245514707198, 35.70315330104659,-4.51828224577244, 35.7031047091776,-4.518315465700984, 35.704049453171606,-4.766344793586388, 35.70504519375678,-5.014351838239688, 35.7060920957165,-5.262356739783299, 35.707190240383405,-5.5103594773977855, 35.70722716165189,-5.510400806308743, 35.70726058246939,-5.510449175520897, 36.696821701186416,-5.505124701771395, 36.6968631707273,-5.505087862406118, 36.696908918844805,-5.505056454493519, 36.69691163410988,-5.505041690756243, 36.69541386239645,-5.257272426584659, 36.693986084264836,-5.009508267604236, 36.69262805688803,-4.761741924978252, 36.691339701797844,-4.513973450170272, 36.69130283725065,-4.513932176779864, 36.691271403626814,-4.513886585045326)",COPERNICUS/S2/20200208T074009_20200208T075621_T36MZV,1581148879820,1581148879820,1581229468932877,"{""type"":""Polygon"",""coordinates"":[[[36.691271403626814,-4.513886585045326],[36.691256509679995,-4.513883842095378],[35.70319472496648,-4.518245514707198],[35.70315330104659,-4.51828224577244],[35.7031047091776,-4.518315465700984],[35.704049453171606,-4.766344793586388],[35.70504519375678,-5.014351838239688],[35.7060920957165,-5.262356739783299],[35.707190240383405,-5.5103594773977855],[35.70722716165189,-5.510400806308743],[35.70726058246939,-5.510449175520897],[36.696821701186416,-5.505124701771395],[36.6968631707273,-5.505087862406118],[36.696908918844805,-5.505056454493519],[36.69691163410988,-5.505041690756243],[36.69541386239645,-5.257272426584659],[36.693986084264836,-5.009508267604236],[36.69262805688803,-4.761741924978252],[36.691339701797844,-4.513973450170272],[36.69130283725065,-4.513932176779864],[36.691271403626814,-4.513886585045326]]]}"
